,0,1
8580,荷兰豆,1
8581,还有一种竟然没尝出来是什么,1
8582,脆脆的,1
8583,美式化了,1
8584,有点像把意面换成河粉的美式黑椒牛肉意面,1
8585,香芋珍珠奶茶,1
8586,珍珠很特别,1
8587,比一般的要小,1
8588,但是也很有嚼劲,1
8589,颗粒分明,1
8590,香芋味很独特,1
8591,带着淡淡的茶香,1
8592,份量一般,1
8593,还是很不错的,1
8594,去过两次，这个地方真的是坑。第一次吃烤鱼，厨师连盐都没放。他们家的夫妻肺片应该叫夫妻碎片，肉都是碎的根本不正宗。第二次去吃，店里根本没啥人，等了半个小时才上菜，你味道好点服务好点我也就忍了。服务员和些个傻逼一样，那个戴眼镜的男的和他说让他崔菜，他站在那和个弱智一样。还有个短发的女的，我们点的麻辣水煮鱼，让她拿个勺子，告诉她两次也没拿来，我们都吃完了，这傻逼才把勺子拿来。这个店我真的是醉了，就这水平还开店？口味真的一般，服务根本没有。,1
8595,（拉面）,1
8596,(拉面）,1
8597,#*$(,1
8598,:^)),1
8599,à!!!,1
8600,最近几,1
8601,的韩式网红甜点店，店铺位于负一层。地方细细，堂食的座位唔算多，人气爆灯通常都要等位。门口橱窗位有一堆紫白色气球布置，再加些仿花草点缀。菜单方面选择唔算多，人气果几款最多人点：,1
8602,【紫薯雪糕】紫色圆锥形雪糕加鲜花，瓦小碗装住几有韩风感，紫薯味,1
8603,浓，甜度适中，几滑漏。,1
8604,【紫薯,1
8605,】分量超细，迷你竹笼得一半的盛载量，蛋糕底有点干，芝士滑漏，紫薯粉系面，食落紫薯味唔够，普通有点逊色，而且价钱唔平。,1
8606,建议非周末假日去的话好,1
8607,，等位时间短,1
8608,",不过店家制作时间都耐，可能留时间比你影下相咯",1
8609,?!?!?!??!??!!!???,1
8610,"""..........?",1
8611,特餐,1
8612,金牌焗芝士豬扒飯,1
8613,冰火菠蘿油,1
8614,流心蛋包双宝飯配咖喱汁,1
8615,今回初めて,1
8616,に来ました！！大好きなキンパを,1
8617,種類食べたけど、どちらも美味しかったですお店の雰囲気もポップで可愛いしミュージックもいい感じです！,1
8618,"&$^#%,",1
8619,"(刺燒),",1
8620,@$#@$^#@#^!!!!!,1
8621,#*@&,1
8622,;~!,1
8623,):',1
8624,.)!--,1
8625,"(=""",1
8626,"..,..,",1
8627,??'',1
8628,!!$$,1
8629,^%%^,1
8630,""":....",1
8631,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,1
8632,?|),1
8633,~*~*~*~*~*~*~,1
8634,"??..."".",1
8635,(^.^)/~~~,1
8636,"!!?!?!?""",1
8637,"?""@",1
8638,"!..""""",1
8639,$#!^,1
8640,米线,1
8641,:)°*,1
8642,，中文说你就是有你这样的华人真是丢脸.,1
8643,早茶很精致很好吃，装修不错，尽量早点来以免排队，环境拥挤嘈杂。,1
8644,$...!,1
8645,",((",1
8646,#???.,1
8647,"#$*(#$,",1
8648,%!!!),1
8649,""",/",1
8650,...(+,1
8651,-_-;;].,1
8652,!!!!!!!!!!!!!...,1
8653,$..!,1
8654,ð,1
8655,"=_=.""",1
8656,トロント市中心部にあるホテル。二人で宿泊したのに、ミネラルウォーターが,1
8657,本しか置いておらず、その後補充されることもなかった。スターバックスのコーヒーをメイカーで作れるようになっており、こちらはきちんと補充されていた。テレビは巨大,1
8658,(見ていないが)。ベッドの寝心地はとてもよいが、,1
8659,が遅いのが残念。,1
8660,äää,1
8661,$#%#@,1
8662,"?!?!?!?!"".",1
8663,~!!!!!!!!!!!!,1
8664,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
8665,交界的西北角，转角零舍易看到。呢间麦当劳不算大，门口系地下一楼，也是点餐区，座位数张。二楼位置相对多,1
8666,",,需要上有点窄的楼梯，有电视和洗手间提供。",1
8667,转成袋装，吃起身更方便。二楼有窗位坐，看住街上人来人往，又是一道风景,1
8668,餐厅门面看落好普通，不过店内还是有人气的，午市都差不多坐满。主打手工蒸饺和其他北方菜。比较推荐尖椒大肠，份量足，不会尖椒多过大肠，大肠够淋够入味。蒸饺都,1
8669,",皮有韧劲，唔太厚，肉馅肉汁饱满。凉拌土豆丝就稍微淡左",1
8670,。总体都算可以,1
8671,$%#^,1
8672,"""....:",1
8673,????!!?,1
8674,--------------------------------------------------­­­­-----------------------,1
8675,...).-,1
8676,港式牛腩河.,1
8677,"°"")",1
8678,?'/',1
8679,)......................,1
8680,-!@#$%^&,1
8681,!!!!!!!!:-(,1
8682,美味しいですよー！,1
8683,Á-,1
8684,"!"":(",1
8685,...:(...,1
8686,"%#*,",1
8687,"*%%#,",1
8688,$*^,1
8689,ôž,1
8690,"ť,",1
8691,úč,1
8692,^*#,1
8693,","").",1
8694,不要搬进来,1
8695,搬进来就是深渊的开始,1
8696,迟早要搬出去的,1
8697,还不如去其他地方住,1
8698,......?!?!?,1
8699,...........!!!,1
8700,$$$$$$!!!!,1
8701,+++-,1
8702,"""$$""???",1
8703,",,,,,,,,,,,,,,,,,",1
8704,#&*#,1
8705,(许留山),1
8706,*$',1
8707,ÉÇ,1
8708,????!??,1
8709,(年糕).,1
8710,^^^^^^,1
8711,&%$!^@,1
8712,"???'""",1
8713,.)_,1
8714,"!!?!!""",1
8715,カレー風味のソースに、焼き加減きっちりミディアムレアのステーキがかなり美味しかったです！サラダも最高！,1
8716,注文して直ぐに料理も出て来ます！,1
8717,バーカウンターに,1
8718,人で来てる人も多いので、人数に関係なく気軽に来れるし、,1
8719,オーロラ鑑賞ついでに空港へ立ち寄った時には是非！,1
8720,スタッフがとても気のきいている女性で有難かったです！,1
8721,!**********************,1
8722,!*************,1
8723,"._______,",1
8724,*Ć,1
8725,(!!!!!?????),1
8726,=______=.,1
8727,豆苗/,1
8728,)(*^&^$',1
8729,*!?*,1
8730,.××.,1
8731,宰入饭店，千万不要去吃。,1
8732,|||||||||,1
8733,||||||||||||,1
8734,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,1
8735,$;)/&@,1
8736,水煮魚,1
8737,焼売(,1
8738,豆腐(,1
8739,.(???).,1
8740,"...,.,",1
8741,美味しい~ワッフル屋さん,1
8742,みんな喜んでくれたけどね〜,1
8743,お店の店員さんに...,1
8744,なのに...,1
8745,時,1
8746,閉店です！,1
8747,いりますか？,1
8748,まだ、食べてますか？とか,1
8749,聞かれて、ちょっと落ち着かない...,1
8750,４時になり、後ろにいたお客様は、無理やり,1
8751,持って行き、急がせたく無いんですがッて言って、食べていた物詰めて帰らせ,1
8752,私達は、お持ち帰りを待っていたので、それが出来て出されました。,1
8753,!.....$,1
8754,'‼,1
8755,新乐园的干炒牛河,1
8756,牛肉炒的非常老,1
8757,很硬,1
8758,很难咀嚼,1
8759,也不入味,1
8760,青葱给的比较多,1
8761,切的中长段,1
8762,虽然整道菜的颜色很不错,1
8763,但是味道真的不怎么样,1
8764,河粉似乎切块了,1
8765,还都坨在一起了,1
8766,量也很少,1
8767,河粉颜色分布不均匀,1
8768,没有味道,1
8769,很不推荐了,1
8770,....________),1
8771,..!!!!!...,1
8772,.²),1
8773,*&^*$(**&%#*!!?!??!!,1
8774,"(!!!!!!!!),",1
8775,!)***,1
8776,%*#*%#.,1
8777,昨天要了一份外卖。坐在前台前面的板凳上足足等了,1
8778,分钟。就在前台两个服务员的眼皮子底下。期间她们从面前走过好几十次。那样的气场就是别理我烦着呢。其实看他们也挺忙的，就是不知道在忙些什么。忙忙叨叨没有效率。最后,1
8779,点了。已经等了,1
8780,多分钟了。跟我一起等的另外一个西人走到前台,1
8781,发现我们的外卖就在前台后面。,1
8782,没有一个人告诉我们,1
8783,害的浪费我们那么长的时间,1
8784,食物都已经凉了。前台的两个服务员,1
8785,还一脸无所谓的表情。一点羞愧心都没有。觉得有句话叫人性的扭曲，道德的沦丧,1
8786,用在她们两个的身上很恰当。感觉她俩店里工作不拿钱,1
8787,或者就是她们家开的店。再也不会去了......,1
8788,#%@&!,1
8789,$%@#,1
8790,",.........(",1
8791,".""-""",1
8792,!!!!!!!!!!!!!!!!!!!!!!!??????????,1
8793,)​.,1
8794,$(!/.,1
8795,./....,1
8796,*&^#$*,1
8797,%!(,1
8798,&$@.,1
8799,?!?!???!?,1
8800,"******.""",1
8801,:-):-):-),1
8802,......???...,1
8803,"""((",1
8804,"%""?!?!",1
8805,"-----"",",1
8806,#&(@.,1
8807,!!!!‍,1
8808,($*),1
8809,??!......,1
8810,素晴らしい!,1
8811,".........),",1
8812,~?!,1
8813,:)))!!!,1
8814,""";:",1
8815,*€¥,1
8816,!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?,1
8817,.*)),1
8818,^^^^!,1
8819,滋味牛肉面，,1
8820,::/,1
8821,$&:,1
8822,!?!?!?!!?!?!?,1
8823,:))))))))).,1
8824,...................!!!!??,1
8825,@*&^%,1
8826,不算便宜，算上小费一份牛排大约$,1
8827,左右。牛排水平很高，比较美味。薯条有搭配在牛排里面，炸的味道也不错。整体来说，环境适合观看体育节目。总的来看服务尚可，不算特别好，不像有的餐厅会不停过来问你需要什么。,1
8828,---...,1
8829,!..--.,1
8830,!?!!!!!!!??????,1
8831,(生煎馒头）,1
8832,(狮子头）,1
8833,我个人认为美国的中餐普遍没法吃,1
8834,但是这家汤头是我来美国吃过最好的,1
8835,牛肉很入味,1
8836,很嫩,1
8837,店家推销,1
8838,评价加关注,1
8839,送小菜,1
8840,($-$$$$$).,1
8841,$$$$$',1
8842,アメリカに来て,1
8843,本当に日本的な、うどん屋さんに来ました^_^,1
8844,まず入口を入るとメニューのデコレーションケースが,1
8845,あるんですが、それがかなりいけてますよ^_^,1
8846,店内もかなり日本的で落ち着けるスペースになってます。,1
8847,とりあえず広い^_^,1
8848,それととても清潔感があるお店です。,1
8849,びっくりしたのは,1
8850,従業員の対応の良さです。,1
8851,日本の接客と変わらないくらいの元気な対応。,1
8852,そしてみんながのびのび仕事をしているところ。,1
8853,番はお客さんに対しての接客の良さは,1
8854,スター間違いなしです。本当にまた行こう^_^って思いましたね。,1
8855,皆さんも是非立ち寄ってみては^_^,1
8856,値段はリーズナブルで量も多いし,1
8857,メニューの種類も豊富、お店も広く,1
8858,家族連れで行ってもかなりお得感があると思いますよ。,1
8859,"?!-,",1
8860,.*\(^,1
8861,.!!!!!!???????,1
8862,"??????"",",1
8863,Ｇｙｏｚａ,1
8864,!!!?!?),1
8865,"é?),",1
8866,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,1
8867,..****,1
8868,日本人の方へ。スープはお湯みたいに味が薄く、ぬるくて、最悪でした。麺もなんか変な味がしたし、チャーシューは臭かったです。餃子も脂っぽく、ベチョベチョでした。もしラーメン店を探してるなら他を探した方が良いかと思います。本当に最悪でした。,1
8869,@-&$,1
8870,今天分别去了,1
8871,，和泰，最后去的,1
8872,（来来），并且从来来买的床垫和沙发，其实从哪家买都一样，之所以最后选择来来是因为无论价格和质量都是首选，,1
8873,お任せ,1
8874,($*,1
8875,?!!)...,1
8876,-/+),1
8877,訪問,1
8878,の中心からは車で,1
8879,小さいモールの中にあります。,1
8880,訪問したのは夕方,1
8881,時半ぐらいでしたが、,1
8882,組ぐらいが待っていました。,1
8883,豚骨ラーメンが売りのようですが、アメリカなので一通りの味があります。,1
8884,替え玉もあります。,1
8885,オーソドックスな豚骨ラーメンで,1
8886,ドル(,1
8887,時点)はアメリカのラーメン屋としては安いです。,1
8888,をチョイス。,1
8889,味は豚骨ベースのスープにガーリックオイルがのっています。,1
8890,臭みもなくあっさりしています。,1
8891,麺はやや細目で量は普通。,1
8892,一つだけ残念だったのは、スープの温度が低かったこと。,1
8893,麺をすすらないローカルの人向けかもしれませんね。,1
8894,それ以外は文句なしでした。,1
8895,中国人都觉得烂的那种。,1
8896,オススメされて行ってみました。シャリが小さいので、いろんな種類の寿司を食べることができました。,1
8897,いくらとハマチ、まぐろも美味しかったです！さらにホタテに柚子の味がしたのもとても美味しかったです。,1
8898,また行きたいと思います。,1
8899,"___!?""",1
8900,"?!?!!?""",1
8901,!!!?!?!?!!??!!,1
8902,"""!!........",1
8903,":[],,,",1
8904,賽傍蟹肉餃,1
8905,%!!.,1
8906,肉夹馍.,1
8907,内，靠近马路边。都改名几次了，一直都系做中餐厅。饮茶就未试过，吃饭就呢次试左。刚好有酒席，所以上菜稍微耐左,1
8908,。份量唔细，蘑菇牛柳片和黄旗斑鱼柳伴菜心唔错。全部菜式稍微油多左,1
8909,。总体来说还算可以啦,1
8910,"!""(""",1
8911,":,,:",1
8912,#...!?,1
8913,)\.,1
8914,:---,1
8915,西多士,1
8916,|||,1
8917,裡面有各式各樣的​,1
8918,巧克力，還有許多是台灣沒有看到，或是曾經出現但沒多久又消失的糖果（小奴婢說的就是白巧克力啊～～超好吃的＞＜）,1
8919,更特別的是還有用他們自己的巧克力粉所做成的蛋糕、甜點類，各式各樣的，很特別,1
8920,不要想說是賣巧克力的就沒有其他東西喔！還有水果軟糖呢！,1
8921,這邊跟,1
8922,一樣有秤重賣的糖，像是常見的尖尖糖也可以用秤的喔～,1
8923,尖尖糖口味很多種，有包餡的跟沒包餡的，甚至還有裡面包堅果之類的喔～當然，也有小奴婢最愛的白巧克力！！！,1
8924,越想越想吃ＸＤＤ,1
8925,除了可食用的食品之外，還有賣周邊商品喔～,1
8926,カオサン・ロードが移転のため閉店中だったので、日本人ブログで並んで名前の挙がるこの店で食べました。ディナー営業の初めの時間帯に入りましたが、次から次へとお客さんが来る賑わいにビックリ。メインのイエローカレー、パッタイ、チャーハンが来るまで半時間は待ったでしょうか。待った甲斐のある絶品料理ばかりでした。,1
8927,ディナー営業は呑むお客さんが多く、周りに家族連れはいませんでしたが、賑わいに紛れて幼稚園児が悪目立ちすることもありませんでした。,1
